"","Date","Time","Type","sample_id","condition","temp","aggregate","leachate","1:F","alpha","ETRm","Ik","days_of_exposure","treatment"
"15","24-07-22",11:11:01,"REG2","A3L",1,"ambient",3,"low","#1: alpha: 0.113, ETRm: 51.951, Ik: 461.421   (Jassby and Platt 1976)",0.113,51.951,461.421,4,"ambient_low"
"16","24-07-22",11:15:33,"REG2","A9L",1,"ambient",9,"low","#1: alpha: 0.089, ETRm: 41.587, Ik: 465.827   (Jassby and Platt 1976)",0.089,41.587,465.827,4,"ambient_low"
"17","24-07-22",11:19:42,"REG2","A7C",1,"ambient",7,"control","#1: alpha: 0.104, ETRm: 40.614, Ik: 389.421   (Jassby and Platt 1976)",0.104,40.614,389.421,4,"ambient_control"
"18","24-07-22",11:23:37,"REG2","A10C",1,"ambient",10,"control","#1: alpha: 0.113, ETRm: 56.766, Ik: 500.837   (Jassby and Platt 1976)",0.113,56.766,500.837,4,"ambient_control"
"19","24-07-22",11:27:53,"REG2","H3C",2,"hot",3,"control","#1: alpha: 0.129, ETRm: 67.831, Ik: 525.976   (Jassby and Platt 1976)",0.129,67.831,525.976,4,"hot_control"
"20","24-07-22",11:31:59,"REG2","H8C",1,"hot",8,"control","#1: alpha: 0.131, ETRm: 84.746, Ik: 644.565   (Jassby and Platt 1976)",0.131,84.746,644.565,4,"hot_control"
"21","24-07-22",11:35:43,"REG2","H9L",1,"hot",9,"low","#1: alpha: 0.142, ETRm: 91.490, Ik: 644.055   (Jassby and Platt 1976)",0.142,91.49,644.055,4,"hot_low"
"22","24-07-22",11:39:32,"REG2","H10L",1,"hot",10,"low","#1: alpha: 0.129, ETRm: 74.278, Ik: 574.706   (Jassby and Platt 1976)",0.129,74.278,574.706,4,"hot_low"
"23","24-07-22",11:43:35,"REG2","H8H",2,"hot",8,"high","#1: alpha: 0.155, ETRm: 71.206, Ik: 460.753   (Jassby and Platt 1976)",0.155,71.206,460.753,4,"hot_high"
"24","24-07-22",11:48:24,"REG2","H5H",1,"hot",5,"high","#1: alpha: 0.125, ETRm: 50.661, Ik: 405.782   (Jassby and Platt 1976)",0.125,50.661,405.782,4,"hot_high"
"25","24-07-22",12:03:23,"REG2","A5H",1,"ambient",5,"high","#1: alpha: 0.063, ETRm: 32.630, Ik: 519.481   (Jassby and Platt 1976)",0.063,32.63,519.481,4,"ambient_high"
"26","24-07-22",12:12:15,"REG2","A7L",1,"ambient",7,"low","#1: alpha: 0.125, ETRm: 77.299, Ik: 617.399   (Jassby and Platt 1976)",0.125,77.299,617.399,4,"ambient_low"
"27","24-07-22",12:15:47,"REG2","A4C",1,"ambient",4,"control","#1: alpha: 0.102, ETRm: 73.382, Ik: 721.695   (Jassby and Platt 1976)",0.102,73.382,721.695,4,"ambient_control"
"28","24-07-22",12:20:38,"REG2","A3C",1,"ambient",3,"control","#1: alpha: 0.106, ETRm: 93.623, Ik: 883.038   (Jassby and Platt 1976)",0.106,93.623,883.038,4,"ambient_control"
"29","24-07-22",12:24:37,"REG2","A1L",1,"ambient",1,"low","#1: alpha: 0.090, ETRm: 45.237, Ik: 505.312   (Jassby and Platt 1976)",0.09,45.237,505.312,4,"ambient_low"
"30","24-07-22",12:29:01,"REG2","H2C",1,"hot",2,"control","#1: alpha: 0.149, ETRm: 58.088, Ik: 391.087   (Jassby and Platt 1976)",0.149,58.088,391.087,4,"hot_control"
"31","24-07-22",12:33:33,"REG2","H1C",1,"hot",1,"control","#1: alpha: 0.146, ETRm: 99.517, Ik: 680.273   (Jassby and Platt 1976)",0.146,99.517,680.273,4,"hot_control"
"32","24-07-22",12:38:01,"REG2","H3L",1,"hot",3,"low","#1: alpha: 0.102, ETRm: 52.394, Ik: 512.696   (Jassby and Platt 1976)",0.102,52.394,512.696,4,"hot_low"
"33","24-07-22",12:41:40,"REG2","H5L",1,"hot",5,"low","#1: alpha: 0.119, ETRm: 80.860, Ik: 681.298   (Jassby and Platt 1976)",0.119,80.86,681.298,4,"hot_low"
"34","24-07-22",12:46:12,"REG2","H7H",1,"hot",7,"high","#1: alpha: 0.147, ETRm: 84.466, Ik: 573.406   (Jassby and Platt 1976)",0.147,84.466,573.406,4,"hot_high"
"35","24-07-22",12:49:53,"REG2","H2H",1,"hot",2,"high","#1: alpha: 0.124, ETRm: 70.522, Ik: 568.065   (Jassby and Platt 1976)",0.124,70.522,568.065,4,"hot_high"
"36","24-07-22",13:00:51,"REG2","A8H",1,"ambient",8,"high","#1: alpha: 0.092, ETRm: 55.106, Ik: 600.498   (Jassby and Platt 1976)",0.092,55.106,600.498,4,"ambient_high"
"37","24-07-22",13:05:07,"REG2","A10H",1,"ambient",10,"high","#1: alpha: 0.117, ETRm: 81.695, Ik: 697.142   (Jassby and Platt 1976)",0.117,81.695,697.142,4,"ambient_high"
"38","24-07-22",13:09:51,"REG2","A8L",1,"ambient",8,"low","#1: alpha: 0.106, ETRm: 104.886, Ik: 990.046   (Jassby and Platt 1976)",0.106,104.886,990.046,4,"ambient_low"
"39","24-07-22",13:14:05,"REG2","A5L",1,"ambient",5,"low","#1: alpha: 0.107, ETRm: 53.943, Ik: 503.542   (Jassby and Platt 1976)",0.107,53.943,503.542,4,"ambient_low"
"40","24-07-22",13:18:36,"REG2","A2C",1,"ambient",2,"control","#1: alpha: 0.094, ETRm: 75.917, Ik: 809.109   (Jassby and Platt 1976)",0.094,75.917,809.109,4,"ambient_control"
"41","24-07-22",13:23:18,"REG2","A5C",1,"ambient",5,"control","#1: alpha: 0.135, ETRm: 26.216, Ik: 194.224   (Jassby and Platt 1976)",0.135,26.216,194.224,4,"ambient_control"
"42","24-07-22",13:28:35,"REG2","H5C",1,"hot",5,"control","#1: alpha: 0.124, ETRm: 81.147, Ik: 654.886   (Jassby and Platt 1976)",0.124,81.147,654.886,4,"hot_control"
"43","24-07-22",13:33:14,"REG2","H6C",1,"hot",6,"control","#1: alpha: 0.120, ETRm: 78.732, Ik: 654.783   (Jassby and Platt 1976)",0.12,78.732,654.783,4,"hot_control"
"44","24-07-22",14:36:36,"REG2","A4H",1,"ambient",4,"high","#1: alpha: 0.098, ETRm: 25.894, Ik: 264.283   (Jassby and Platt 1976)",0.098,25.894,264.283,4,"ambient_high"
"45","24-07-22",15:15:15,"REG2","A2H",1,"ambient",2,"high","#1: alpha: 0.108, ETRm: 77.819, Ik: 717.455   (Jassby and Platt 1976)",0.108,77.819,717.455,4,"ambient_high"
"46","24-07-22",15:19:26,"REG2","H6H",1,"hot",6,"high","#1: alpha: 0.126, ETRm: 95.681, Ik: 760.096   (Jassby and Platt 1976)",0.126,95.681,760.096,4,"hot_high"
"47","24-07-22",15:23:12,"REG2","H3H",1,"hot",3,"high","#1: alpha: 0.168, ETRm: 62.581, Ik: 371.979   (Jassby and Platt 1976)",0.168,62.581,371.979,4,"hot_high"
"48","24-07-22",15:27:30,"REG2","H2L",1,"hot",2,"low","#1: alpha: 0.137, ETRm: 109.317, Ik: 795.211   (Jassby and Platt 1976)",0.137,109.317,795.211,4,"hot_low"
"49","24-07-22",15:35:42,"REG2","A1C",1,"ambient",1,"control","#1: alpha: 0.101, ETRm: 65.468, Ik: 646.279   (Jassby and Platt 1976)",0.101,65.468,646.279,4,"ambient_control"
"50","24-07-22",15:39:14,"REG2","A9C",1,"ambient",9,"control","#1: alpha: 0.110, ETRm: 34.629, Ik: 313.561   (Jassby and Platt 1976)",0.11,34.629,313.561,4,"ambient_control"
"51","24-07-22",15:42:57,"REG2","A4L",1,"ambient",4,"low","#1: alpha: 0.131, ETRm: 58.778, Ik: 450.320   (Jassby and Platt 1976)",0.131,58.778,450.32,4,"ambient_low"
"52","24-07-22",15:47:06,"REG2","A10L",1,"ambient",10,"low","#1: alpha: 0.095, ETRm: 45.096, Ik: 476.489   (Jassby and Platt 1976)",0.095,45.096,476.489,4,"ambient_low"
"53","24-07-22",15:51:09,"REG2","H4H",1,"hot",4,"high","#1: alpha: 0.151, ETRm: 89.154, Ik: 589.669   (Jassby and Platt 1976)",0.151,89.154,589.669,4,"hot_high"
"54","24-07-22",15:55:06,"REG2","H9H",1,"hot",9,"high","#1: alpha: 0.138, ETRm: 60.969, Ik: 440.964   (Jassby and Platt 1976)",0.138,60.969,440.964,4,"hot_high"
"55","24-07-22",15:59:09,"REG2","H1L",1,"hot",1,"low","#1: alpha: 0.156, ETRm: 68.706, Ik: 440.459   (Jassby and Platt 1976)",0.156,68.706,440.459,4,"hot_low"
"56","24-07-22",16:03:34,"REG2","H7L",2,"hot",7,"low","#1: alpha: 0.153, ETRm: 118.747, Ik: 774.129   (Jassby and Platt 1976)",0.153,118.747,774.129,4,"hot_low"
"57","24-07-22",16:07:47,"REG2","H10C",1,"hot",10,"control","#1: alpha: 0.146, ETRm: 116.800, Ik: 799.887   (Jassby and Platt 1976)",0.146,116.8,799.887,4,"hot_control"
"58","24-07-22",16:12:06,"REG2","H9C",1,"hot",9,"control","#1: alpha: 0.164, ETRm: 91.557, Ik: 557.353   (Jassby and Platt 1976)",0.164,91.557,557.353,4,"hot_control"
